model,guarantee_level,matching_function,confidence_method,localization_method,classification_method,localization_prediction_set,classification_prediction_set,iou_threshold,confidence_set_sizes_mean,confidence_set_sizes_std,localization_set_sizes_mean,localization_set_sizes_std,classification_set_sizes_mean,classification_set_sizes_std,confidence_mean_risk,confidence_std_risk,localization_mean_risk,localization_std_risk,classification_mean_risk,classification_std_risk,global_mean_risk,global_std_risk,recall,precision
detr,image,hausdorff,box_count_threshold,boxwise,binary,additive,aps,0.5,41.4044,20.510273,896.232,116.17389,75.19046,7.9749346,0.056164197623729706,0.2170400321483612,0.05153205990791321,0.2143317312002182,0.05031213536858559,0.21158750355243683,0.03255390003323555,0.17747065424919128,0.6127356353341702,0.9829415699333346
detr,image,hausdorff,box_count_threshold,boxwise,binary,additive,aps,0.8,41.4044,20.510273,896.232,116.17389,75.19046,7.9749346,0.056164197623729706,0.2170400321483612,0.05153205990791321,0.2143317312002182,0.05031213536858559,0.21158750355243683,0.03255390003323555,0.17747065424919128,0.6022252526535554,0.9696068861204156
detr,image,hausdorff,box_count_threshold,boxwise,binary,multiplicative,lac,0.5,41.4044,20.510273,2897.1619,2619.632,75.19046,7.9749346,0.05558564513921738,0.21498262882232666,0.050873517990112305,0.21221694350242615,0.05031213536858559,0.21158750355243683,0.02997962012887001,0.1705356389284134,0.6127356353341702,0.9829415699333346
detr,image,hausdorff,box_count_threshold,boxwise,binary,multiplicative,lac,0.8,41.4044,20.510273,2897.1619,2619.632,75.19046,7.9749346,0.05558564513921738,0.21498262882232666,0.050873517990112305,0.21221694350242615,0.05031213536858559,0.21158750355243683,0.02997962012887001,0.1705356389284134,0.6022252526535554,0.9696068861204156
detr,image,hausdorff,box_count_threshold,boxwise,binary,multiplicative,aps,0.5,41.4044,20.510273,2897.1619,2619.632,75.19046,7.9749346,0.05558564513921738,0.21498262882232666,0.050873517990112305,0.21221694350242615,0.05031213536858559,0.21158750355243683,0.02997962012887001,0.1705356389284134,0.6127356353341702,0.9829415699333346
detr,image,hausdorff,box_count_threshold,boxwise,binary,multiplicative,aps,0.8,41.4044,20.510273,2897.1619,2619.632,75.19046,7.9749346,0.05558564513921738,0.21498262882232666,0.050873517990112305,0.21221694350242615,0.05031213536858559,0.21158750355243683,0.02997962012887001,0.1705356389284134,0.6022252526535554,0.9696068861204156
detr,image,hausdorff,box_count_threshold,thresholded,binary,additive,lac,0.5,41.4044,20.510273,902.83167,116.1814,75.19046,7.9749346,0.05871213972568512,0.2285967320203781,0.05400000140070915,0.22606290876865387,0.05031213536858559,0.21158750355243683,0.032285746186971664,0.17676270008087158,0.6127356353341702,0.9829415699333346
detr,image,hausdorff,box_count_threshold,thresholded,binary,additive,lac,0.8,41.4044,20.510273,902.83167,116.1814,75.19046,7.9749346,0.05871213972568512,0.2285967320203781,0.05400000140070915,0.22606290876865387,0.05031213536858559,0.21158750355243683,0.032285746186971664,0.17676270008087158,0.6022252526535554,0.9696068861204156
detr,image,hausdorff,box_count_threshold,thresholded,binary,additive,aps,0.5,41.4044,20.510273,902.83167,116.1814,75.19046,7.9749346,0.05871213972568512,0.2285967320203781,0.05400000140070915,0.22606290876865387,0.05031213536858559,0.21158750355243683,0.032285746186971664,0.17676270008087158,0.6127356353341702,0.9829415699333346
detr,image,hausdorff,box_count_threshold,thresholded,binary,additive,aps,0.8,41.4044,20.510273,902.83167,116.1814,75.19046,7.9749346,0.05871213972568512,0.2285967320203781,0.05400000140070915,0.22606290876865387,0.05031213536858559,0.21158750355243683,0.032285746186971664,0.17676270008087158,0.6022252526535554,0.9696068861204156
detr,image,hausdorff,box_count_threshold,thresholded,binary,multiplicative,lac,0.5,41.4044,20.510273,3205.056,2898.032,75.19046,7.9749346,0.055912140756845474,0.2231062948703766,0.05119999870657921,0.2204495370388031,0.05031213536858559,0.21158750355243683,0.02960420399904251,0.1694973111152649,0.6127356353341702,0.9829415699333346
detr,image,hausdorff,box_count_threshold,thresholded,binary,multiplicative,lac,0.8,41.4044,20.510273,3205.056,2898.032,75.19046,7.9749346,0.055912140756845474,0.2231062948703766,0.05119999870657921,0.2204495370388031,0.05031213536858559,0.21158750355243683,0.02960420399904251,0.1694973111152649,0.6022252526535554,0.9696068861204156
detr,image,hausdorff,box_count_threshold,thresholded,binary,multiplicative,aps,0.5,41.4044,20.510273,3205.056,2898.032,75.19046,7.9749346,0.055912140756845474,0.2231062948703766,0.05119999870657921,0.2204495370388031,0.05031213536858559,0.21158750355243683,0.02960420399904251,0.1694973111152649,0.6127356353341702,0.9829415699333346
detr,image,hausdorff,box_count_threshold,thresholded,binary,multiplicative,aps,0.8,41.4044,20.510273,3205.056,2898.032,75.19046,7.9749346,0.055912140756845474,0.2231062948703766,0.05119999870657921,0.2204495370388031,0.05031213536858559,0.21158750355243683,0.02960420399904251,0.1694973111152649,0.6022252526535554,0.9696068861204156
detr,image,hausdorff,box_count_recall,pixelwise,binary,additive,lac,0.5,41.4044,20.510273,740.49445,115.96768,75.19046,7.9749346,0.056379761546850204,0.2161131203174591,0.0517602413892746,0.21339525282382965,0.05031213536858559,0.21158750355243683,0.033381056040525436,0.17706339061260223,0.6127356353341702,0.9829415699333346
detr,image,hausdorff,box_count_recall,pixelwise,binary,additive,lac,0.8,41.4044,20.510273,740.49445,115.96768,75.19046,7.9749346,0.056379761546850204,0.2161131203174591,0.0517602413892746,0.21339525282382965,0.05031213536858559,0.21158750355243683,0.033381056040525436,0.17706339061260223,0.6022252526535554,0.9696068861204156
detr,image,hausdorff,box_count_recall,pixelwise,binary,additive,aps,0.5,41.4044,20.510273,740.49445,115.96768,75.19046,7.9749346,0.056379761546850204,0.2161131203174591,0.0517602413892746,0.21339525282382965,0.05031213536858559,0.21158750355243683,0.033381056040525436,0.17706339061260223,0.6127356353341702,0.9829415699333346
detr,image,hausdorff,box_count_recall,pixelwise,binary,additive,aps,0.8,41.4044,20.510273,740.49445,115.96768,75.19046,7.9749346,0.056379761546850204,0.2161131203174591,0.0517602413892746,0.21339525282382965,0.05031213536858559,0.21158750355243683,0.033381056040525436,0.17706339061260223,0.6022252526535554,0.9696068861204156
detr,image,hausdorff,box_count_recall,pixelwise,binary,multiplicative,lac,0.5,41.4044,20.510273,2373.7415,2146.352,75.19046,7.9749346,0.05655311420559883,0.2159128189086914,0.05184097960591316,0.21318058669567108,0.05031213536858559,0.21158750355243683,0.03048577345907688,0.1708863526582718,0.6127356353341702,0.9829415699333346
detr,image,hausdorff,box_count_recall,pixelwise,binary,multiplicative,lac,0.8,41.4044,20.510273,2373.7415,2146.352,75.19046,7.9749346,0.05655311420559883,0.2159128189086914,0.05184097960591316,0.21318058669567108,0.05031213536858559,0.21158750355243683,0.03048577345907688,0.1708863526582718,0.6022252526535554,0.9696068861204156
detr,image,hausdorff,box_count_recall,pixelwise,binary,multiplicative,aps,0.5,41.4044,20.510273,2373.7415,2146.352,75.19046,7.9749346,0.05655311420559883,0.2159128189086914,0.05184097960591316,0.21318058669567108,0.05031213536858559,0.21158750355243683,0.03048577345907688,0.1708863526582718,0.6127356353341702,0.9829415699333346
detr,image,hausdorff,box_count_recall,pixelwise,binary,multiplicative,aps,0.8,41.4044,20.510273,2373.7415,2146.352,75.19046,7.9749346,0.05655311420559883,0.2159128189086914,0.05184097960591316,0.21318058669567108,0.05031213536858559,0.21158750355243683,0.03048577345907688,0.1708863526582718,0.6022252526535554,0.9696068861204156
detr,image,hausdorff,box_count_recall,boxwise,binary,additive,lac,0.5,41.4044,20.510273,896.232,116.17389,75.19046,7.9749346,0.056164197623729706,0.2170400321483612,0.05153205990791321,0.2143317312002182,0.05031213536858559,0.21158750355243683,0.03255390003323555,0.17747065424919128,0.6127356353341702,0.9829415699333346
detr,image,hausdorff,box_count_recall,boxwise,binary,additive,lac,0.8,41.4044,20.510273,896.232,116.17389,75.19046,7.9749346,0.056164197623729706,0.2170400321483612,0.05153205990791321,0.2143317312002182,0.05031213536858559,0.21158750355243683,0.03255390003323555,0.17747065424919128,0.6022252526535554,0.9696068861204156
detr,image,hausdorff,box_count_recall,boxwise,binary,additive,aps,0.5,41.4044,20.510273,896.232,116.17389,75.19046,7.9749346,0.056164197623729706,0.2170400321483612,0.05153205990791321,0.2143317312002182,0.05031213536858559,0.21158750355243683,0.03255390003323555,0.17747065424919128,0.6127356353341702,0.9829415699333346
detr,image,hausdorff,box_count_recall,boxwise,binary,additive,aps,0.8,41.4044,20.510273,896.232,116.17389,75.19046,7.9749346,0.056164197623729706,0.2170400321483612,0.05153205990791321,0.2143317312002182,0.05031213536858559,0.21158750355243683,0.03255390003323555,0.17747065424919128,0.6022252526535554,0.9696068861204156
detr,image,hausdorff,box_count_recall,boxwise,binary,multiplicative,lac,0.5,41.4044,20.510273,2897.1619,2619.632,75.19046,7.9749346,0.05558564513921738,0.21498262882232666,0.050873517990112305,0.21221694350242615,0.05031213536858559,0.21158750355243683,0.02997962012887001,0.1705356389284134,0.6127356353341702,0.9829415699333346
detr,image,hausdorff,box_count_recall,boxwise,binary,multiplicative,lac,0.8,41.4044,20.510273,2897.1619,2619.632,75.19046,7.9749346,0.05558564513921738,0.21498262882232666,0.050873517990112305,0.21221694350242615,0.05031213536858559,0.21158750355243683,0.02997962012887001,0.1705356389284134,0.6022252526535554,0.9696068861204156
detr,image,hausdorff,box_count_recall,boxwise,binary,multiplicative,aps,0.5,41.4044,20.510273,2897.1619,2619.632,75.19046,7.9749346,0.05558564513921738,0.21498262882232666,0.050873517990112305,0.21221694350242615,0.05031213536858559,0.21158750355243683,0.02997962012887001,0.1705356389284134,0.6127356353341702,0.9829415699333346
detr,image,hausdorff,box_count_recall,boxwise,binary,multiplicative,aps,0.8,41.4044,20.510273,2897.1619,2619.632,75.19046,7.9749346,0.05558564513921738,0.21498262882232666,0.050873517990112305,0.21221694350242615,0.05031213536858559,0.21158750355243683,0.02997962012887001,0.1705356389284134,0.6022252526535554,0.9696068861204156
detr,image,hausdorff,box_count_recall,thresholded,binary,additive,lac,0.5,41.4044,20.510273,902.83167,116.1814,75.19046,7.9749346,0.05871213972568512,0.2285967320203781,0.05400000140070915,0.22606290876865387,0.05031213536858559,0.21158750355243683,0.032285746186971664,0.17676270008087158,0.6127356353341702,0.9829415699333346
detr,image,hausdorff,box_count_recall,thresholded,binary,additive,lac,0.8,41.4044,20.510273,902.83167,116.1814,75.19046,7.9749346,0.05871213972568512,0.2285967320203781,0.05400000140070915,0.22606290876865387,0.05031213536858559,0.21158750355243683,0.032285746186971664,0.17676270008087158,0.6022252526535554,0.9696068861204156
detr,image,hausdorff,box_count_recall,thresholded,binary,additive,aps,0.5,41.4044,20.510273,902.83167,116.1814,75.19046,7.9749346,0.05871213972568512,0.2285967320203781,0.05400000140070915,0.22606290876865387,0.05031213536858559,0.21158750355243683,0.032285746186971664,0.17676270008087158,0.6127356353341702,0.9829415699333346
detr,image,hausdorff,box_count_recall,thresholded,binary,additive,aps,0.8,41.4044,20.510273,902.83167,116.1814,75.19046,7.9749346,0.05871213972568512,0.2285967320203781,0.05400000140070915,0.22606290876865387,0.05031213536858559,0.21158750355243683,0.032285746186971664,0.17676270008087158,0.6022252526535554,0.9696068861204156
detr,image,hausdorff,box_count_recall,thresholded,binary,multiplicative,lac,0.5,41.4044,20.510273,3205.056,2898.032,75.19046,7.9749346,0.055912140756845474,0.2231062948703766,0.05119999870657921,0.2204495370388031,0.05031213536858559,0.21158750355243683,0.02960420399904251,0.1694973111152649,0.6127356353341702,0.9829415699333346
detr,image,hausdorff,box_count_recall,thresholded,binary,multiplicative,lac,0.8,41.4044,20.510273,3205.056,2898.032,75.19046,7.9749346,0.055912140756845474,0.2231062948703766,0.05119999870657921,0.2204495370388031,0.05031213536858559,0.21158750355243683,0.02960420399904251,0.1694973111152649,0.6022252526535554,0.9696068861204156
detr,image,hausdorff,box_count_recall,thresholded,binary,multiplicative,aps,0.5,41.4044,20.510273,3205.056,2898.032,75.19046,7.9749346,0.055912140756845474,0.2231062948703766,0.05119999870657921,0.2204495370388031,0.05031213536858559,0.21158750355243683,0.02960420399904251,0.1694973111152649,0.6127356353341702,0.9829415699333346
detr,image,hausdorff,box_count_recall,thresholded,binary,multiplicative,aps,0.8,41.4044,20.510273,3205.056,2898.032,75.19046,7.9749346,0.055912140756845474,0.2231062948703766,0.05119999870657921,0.2204495370388031,0.05031213536858559,0.21158750355243683,0.02960420399904251,0.1694973111152649,0.6022252526535554,0.9696068861204156
detr,image,iou,box_count_threshold,pixelwise,binary,additive,lac,0.5,41.4044,20.510273,1136.9415,116.40154,75.72058,7.8153906,0.053540002554655075,0.21123552322387695,0.0498541034758091,0.20915570855140686,0.04939626529812813,0.2108130156993866,0.02611459232866764,0.15930719673633575,0.6127356353341702,0.9829415699333346
detr,image,iou,box_count_threshold,pixelwise,binary,additive,lac,0.8,41.4044,20.510273,1136.9415,116.40154,75.72058,7.8153906,0.053540002554655075,0.21123552322387695,0.0498541034758091,0.20915570855140686,0.04939626529812813,0.2108130156993866,0.02611459232866764,0.15930719673633575,0.6022252526535554,0.9696068861204156
detr,image,iou,box_count_threshold,pixelwise,binary,additive,aps,0.5,41.4044,20.510273,1136.9415,116.40154,75.72058,7.8153906,0.053540002554655075,0.21123552322387695,0.0498541034758091,0.20915570855140686,0.04939626529812813,0.2108130156993866,0.02611459232866764,0.15930719673633575,0.6127356353341702,0.9829415699333346
detr,image,iou,box_count_threshold,pixelwise,binary,additive,aps,0.8,41.4044,20.510273,1136.9415,116.40154,75.72058,7.8153906,0.053540002554655075,0.21123552322387695,0.0498541034758091,0.20915570855140686,0.04939626529812813,0.2108130156993866,0.02611459232866764,0.15930719673633575,0.6022252526535554,0.9696068861204156
detr,image,iou,box_count_threshold,pixelwise,binary,multiplicative,lac,0.5,41.4044,20.510273,7731.101,6990.5107,75.72058,7.8153906,0.05541723594069481,0.21343471109867096,0.05168335139751434,0.21141481399536133,0.04939626529812813,0.2108130156993866,0.026349369436502457,0.1601404845714569,0.6127356353341702,0.9829415699333346
detr,image,iou,box_count_threshold,pixelwise,binary,multiplicative,lac,0.8,41.4044,20.510273,7731.101,6990.5107,75.72058,7.8153906,0.05541723594069481,0.21343471109867096,0.05168335139751434,0.21141481399536133,0.04939626529812813,0.2108130156993866,0.026349369436502457,0.1601404845714569,0.6022252526535554,0.9696068861204156
detr,image,iou,box_count_threshold,pixelwise,binary,multiplicative,aps,0.5,41.4044,20.510273,7731.101,6990.5107,75.72058,7.8153906,0.05541723594069481,0.21343471109867096,0.05168335139751434,0.21141481399536133,0.04939626529812813,0.2108130156993866,0.026349369436502457,0.1601404845714569,0.6127356353341702,0.9829415699333346
detr,image,iou,box_count_threshold,pixelwise,binary,multiplicative,aps,0.8,41.4044,20.510273,7731.101,6990.5107,75.72058,7.8153906,0.05541723594069481,0.21343471109867096,0.05168335139751434,0.21141481399536133,0.04939626529812813,0.2108130156993866,0.026349369436502457,0.1601404845714569,0.6022252526535554,0.9696068861204156
detr,image,iou,box_count_threshold,boxwise,binary,additive,lac,0.5,41.4044,20.510273,1229.0487,116.469055,75.72058,7.8153906,0.05402272939682007,0.21176345646381378,0.05039907991886139,0.2097712755203247,0.04939626529812813,0.2108130156993866,0.02611820213496685,0.15949107706546783,0.6127356353341702,0.9829415699333346
detr,image,iou,box_count_threshold,boxwise,binary,additive,lac,0.8,41.4044,20.510273,1229.0487,116.469055,75.72058,7.8153906,0.05402272939682007,0.21176345646381378,0.05039907991886139,0.2097712755203247,0.04939626529812813,0.2108130156993866,0.02611820213496685,0.15949107706546783,0.6022252526535554,0.9696068861204156
detr,image,iou,box_count_threshold,boxwise,binary,additive,aps,0.5,41.4044,20.510273,1229.0487,116.469055,75.72058,7.8153906,0.05402272939682007,0.21176345646381378,0.05039907991886139,0.2097712755203247,0.04939626529812813,0.2108130156993866,0.02611820213496685,0.15949107706546783,0.6127356353341702,0.9829415699333346
detr,image,iou,box_count_threshold,boxwise,binary,additive,aps,0.8,41.4044,20.510273,1229.0487,116.469055,75.72058,7.8153906,0.05402272939682007,0.21176345646381378,0.05039907991886139,0.2097712755203247,0.04939626529812813,0.2108130156993866,0.02611820213496685,0.15949107706546783,0.6022252526535554,0.9696068861204156
detr,image,iou,box_count_threshold,boxwise,binary,multiplicative,lac,0.5,41.4044,20.510273,8623.995,7797.871,75.72058,7.8153906,0.05563174560666084,0.2139916568994522,0.05188547819852829,0.21198298037052155,0.04939626529812813,0.2108130156993866,0.02633272483944893,0.16012710332870483,0.6127356353341702,0.9829415699333346
detr,image,iou,box_count_threshold,boxwise,binary,multiplicative,lac,0.8,41.4044,20.510273,8623.995,7797.871,75.72058,7.8153906,0.05563174560666084,0.2139916568994522,0.05188547819852829,0.21198298037052155,0.04939626529812813,0.2108130156993866,0.02633272483944893,0.16012710332870483,0.6022252526535554,0.9696068861204156
detr,image,iou,box_count_threshold,boxwise,binary,multiplicative,aps,0.5,41.4044,20.510273,8623.995,7797.871,75.72058,7.8153906,0.05563174560666084,0.2139916568994522,0.05188547819852829,0.21198298037052155,0.04939626529812813,0.2108130156993866,0.02633272483944893,0.16012710332870483,0.6127356353341702,0.9829415699333346
detr,image,iou,box_count_threshold,boxwise,binary,multiplicative,aps,0.8,41.4044,20.510273,8623.995,7797.871,75.72058,7.8153906,0.05563174560666084,0.2139916568994522,0.05188547819852829,0.21198298037052155,0.04939626529812813,0.2108130156993866,0.02633272483944893,0.16012710332870483,0.6022252526535554,0.9696068861204156
detr,image,iou,box_count_threshold,thresholded,binary,additive,lac,0.5,41.4044,20.510273,1197.7773,116.4471,75.72058,7.8153906,0.05272959545254707,0.21800267696380615,0.04919999837875366,0.21632863581180573,0.04939626529812813,0.2108130156993866,0.026225464418530464,0.1598094403743744,0.6127356353341702,0.9829415699333346
detr,image,iou,box_count_threshold,thresholded,binary,additive,lac,0.8,41.4044,20.510273,1197.7773,116.4471,75.72058,7.8153906,0.05272959545254707,0.21800267696380615,0.04919999837875366,0.21632863581180573,0.04939626529812813,0.2108130156993866,0.026225464418530464,0.1598094403743744,0.6022252526535554,0.9696068861204156
detr,image,iou,box_count_threshold,thresholded,binary,additive,aps,0.5,41.4044,20.510273,1197.7773,116.4471,75.72058,7.8153906,0.05272959545254707,0.21800267696380615,0.04919999837875366,0.21632863581180573,0.04939626529812813,0.2108130156993866,0.026225464418530464,0.1598094403743744,0.6127356353341702,0.9829415699333346
detr,image,iou,box_count_threshold,thresholded,binary,additive,aps,0.8,41.4044,20.510273,1197.7773,116.4471,75.72058,7.8153906,0.05272959545254707,0.21800267696380615,0.04919999837875366,0.21632863581180573,0.04939626529812813,0.2108130156993866,0.026225464418530464,0.1598094403743744,0.6022252526535554,0.9696068861204156
detr,image,iou,box_count_threshold,thresholded,binary,multiplicative,lac,0.5,41.4044,20.510273,9301.362,8410.352,75.72058,7.8153906,0.05459626391530037,0.2215925008058548,0.05079999938607216,0.21963299810886383,0.04939626529812813,0.2108130156993866,0.02627909556031227,0.15996836125850677,0.6127356353341702,0.9829415699333346
detr,image,iou,box_count_threshold,thresholded,binary,multiplicative,lac,0.8,41.4044,20.510273,9301.362,8410.352,75.72058,7.8153906,0.05459626391530037,0.2215925008058548,0.05079999938607216,0.21963299810886383,0.04939626529812813,0.2108130156993866,0.02627909556031227,0.15996836125850677,0.6022252526535554,0.9696068861204156
detr,image,iou,box_count_threshold,thresholded,binary,multiplicative,aps,0.5,41.4044,20.510273,9301.362,8410.352,75.72058,7.8153906,0.05459626391530037,0.2215925008058548,0.05079999938607216,0.21963299810886383,0.04939626529812813,0.2108130156993866,0.02627909556031227,0.15996836125850677,0.6127356353341702,0.9829415699333346
detr,image,iou,box_count_threshold,thresholded,binary,multiplicative,aps,0.8,41.4044,20.510273,9301.362,8410.352,75.72058,7.8153906,0.05459626391530037,0.2215925008058548,0.05079999938607216,0.21963299810886383,0.04939626529812813,0.2108130156993866,0.02627909556031227,0.15996836125850677,0.6022252526535554,0.9696068861204156
detr,image,iou,box_count_recall,pixelwise,binary,additive,lac,0.5,41.4044,20.510273,1136.9415,116.40154,75.72058,7.8153906,0.053540002554655075,0.21123552322387695,0.0498541034758091,0.20915570855140686,0.04939626529812813,0.2108130156993866,0.02611459232866764,0.15930719673633575,0.6127356353341702,0.9829415699333346
detr,image,iou,box_count_recall,pixelwise,binary,additive,lac,0.8,41.4044,20.510273,1136.9415,116.40154,75.72058,7.8153906,0.053540002554655075,0.21123552322387695,0.0498541034758091,0.20915570855140686,0.04939626529812813,0.2108130156993866,0.02611459232866764,0.15930719673633575,0.6022252526535554,0.9696068861204156
detr,image,iou,box_count_recall,pixelwise,binary,additive,aps,0.5,41.4044,20.510273,1136.9415,116.40154,75.72058,7.8153906,0.053540002554655075,0.21123552322387695,0.0498541034758091,0.20915570855140686,0.04939626529812813,0.2108130156993866,0.02611459232866764,0.15930719673633575,0.6127356353341702,0.9829415699333346
detr,image,iou,box_count_recall,pixelwise,binary,additive,aps,0.8,41.4044,20.510273,1136.9415,116.40154,75.72058,7.8153906,0.053540002554655075,0.21123552322387695,0.0498541034758091,0.20915570855140686,0.04939626529812813,0.2108130156993866,0.02611459232866764,0.15930719673633575,0.6022252526535554,0.9696068861204156
detr,image,iou,box_count_recall,pixelwise,binary,multiplicative,lac,0.5,41.4044,20.510273,7731.101,6990.5107,75.72058,7.8153906,0.05541723594069481,0.21343471109867096,0.05168335139751434,0.21141481399536133,0.04939626529812813,0.2108130156993866,0.026349369436502457,0.1601404845714569,0.6127356353341702,0.9829415699333346
detr,image,iou,box_count_recall,pixelwise,binary,multiplicative,lac,0.8,41.4044,20.510273,7731.101,6990.5107,75.72058,7.8153906,0.05541723594069481,0.21343471109867096,0.05168335139751434,0.21141481399536133,0.04939626529812813,0.2108130156993866,0.026349369436502457,0.1601404845714569,0.6022252526535554,0.9696068861204156
detr,image,iou,box_count_recall,pixelwise,binary,multiplicative,aps,0.5,41.4044,20.510273,7731.101,6990.5107,75.72058,7.8153906,0.05541723594069481,0.21343471109867096,0.05168335139751434,0.21141481399536133,0.04939626529812813,0.2108130156993866,0.026349369436502457,0.1601404845714569,0.6127356353341702,0.9829415699333346
detr,image,iou,box_count_recall,pixelwise,binary,multiplicative,aps,0.8,41.4044,20.510273,7731.101,6990.5107,75.72058,7.8153906,0.05541723594069481,0.21343471109867096,0.05168335139751434,0.21141481399536133,0.04939626529812813,0.2108130156993866,0.026349369436502457,0.1601404845714569,0.6022252526535554,0.9696068861204156
detr,image,iou,box_count_recall,boxwise,binary,additive,lac,0.5,41.4044,20.510273,1229.0487,116.469055,75.72058,7.8153906,0.05402272939682007,0.21176345646381378,0.05039907991886139,0.2097712755203247,0.04939626529812813,0.2108130156993866,0.02611820213496685,0.15949107706546783,0.6127356353341702,0.9829415699333346
detr,image,iou,box_count_recall,boxwise,binary,additive,lac,0.8,41.4044,20.510273,1229.0487,116.469055,75.72058,7.8153906,0.05402272939682007,0.21176345646381378,0.05039907991886139,0.2097712755203247,0.04939626529812813,0.2108130156993866,0.02611820213496685,0.15949107706546783,0.6022252526535554,0.9696068861204156
detr,image,iou,box_count_recall,boxwise,binary,additive,aps,0.5,41.4044,20.510273,1229.0487,116.469055,75.72058,7.8153906,0.05402272939682007,0.21176345646381378,0.05039907991886139,0.2097712755203247,0.04939626529812813,0.2108130156993866,0.02611820213496685,0.15949107706546783,0.6127356353341702,0.9829415699333346
detr,image,iou,box_count_recall,boxwise,binary,additive,aps,0.8,41.4044,20.510273,1229.0487,116.469055,75.72058,7.8153906,0.05402272939682007,0.21176345646381378,0.05039907991886139,0.2097712755203247,0.04939626529812813,0.2108130156993866,0.02611820213496685,0.15949107706546783,0.6022252526535554,0.9696068861204156
detr,image,iou,box_count_recall,boxwise,binary,multiplicative,lac,0.5,41.4044,20.510273,8623.995,7797.871,75.72058,7.8153906,0.05563174560666084,0.2139916568994522,0.05188547819852829,0.21198298037052155,0.04939626529812813,0.2108130156993866,0.02633272483944893,0.16012710332870483,0.6127356353341702,0.9829415699333346
